Id,Personnel__c,Personnel__c.Competency__c,Personnel__c.Employee_Type__c,Personnel__c.FirstName,Personnel__c.Id,Personnel__c.LastName,Personnel__c.Name,Personnel__c.Pay_Grade__c,Personnel__c.Retirement__c,Personnel__c.SVC__c,Personnel__c.Title,Project__c,Project__c.BT__c,Project__c.Behind__c,Project__c.Budget_FY18__c,Project__c.Budget_FY19__c,Project__c.Budget_FY20__c,Project__c.Committed__c,Project__c.Completion__c,Project__c.Country__c,Project__c.CreatedDate,Project__c.Estimated_Transition_Date__c,Project__c.Expenditure__c,Project__c.Funding_Type__c,Project__c.G_Organization__c,Project__c.G_Priority__c,Project__c.Id,Project__c.Initiation_Date__c,Project__c.Investment__c,Project__c.LOE__c,Project__c.Name,Project__c.Organization__c,Project__c.PO_Status__c,Project__c.Portfolio__c,Project__c.Remaining__c,Project__c.Resource_Utilization__c,Project__c.State__c,Project__c.Status__c,Project__c.SystemModstamp
a011H00000W6mRVQAZ,0031H00001rEkpsQAC,Computer Engineer,Contractor,BRYAN,0031H00001rEkpsQAC,ALBERTS,BRYAN ALBERTS,,05,,"NCOIC, JOINT SPT OPS",a001H00000k7FiBQAU,3,false,18800000,24440000,31772000,13160000,64,USA,2018-06-14T17:33:01.000Z,2018-12-27,11280000,6.4,B,Low,a001H00000k7FiBQAU,2017-12-02,-46500000,2,Project 107,AC,Order Created,Soldier/Squad,-5640000,52,AL,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mRWQAZ,0031H00001rEkptQAC,Computer Engineer,Contractor,JEROME,0031H00001rEkptQAC,BARNARD,JEROME BARNARD,,05,,"COMMANDER,  DISTRIBUTION TOBYHANNA",a001H00000k7FiCQAU,3,true,98000000,127400000,165620000,39200000,32,USA,2018-06-14T17:33:01.000Z,2019-05-22,29400000,6.1,C,Low,a001H00000k7FiCQAU,2017-07-23,-26600000,3,Project 108,GVSC,Order Created,Ground Maneuver,29400000,98,NV,Testing,2021-07-01T18:40:47.000Z
a011H00000W6mRXQAZ,0031H00001rEkpuQAC,Physicist,Contractor,BRENDA,0031H00001rEkpuQAC,BEAVERS,BRENDA BEAVERS,,05,,SENIOR LOGISTICS OPERATIONS NCO,a001H00000k7FiDQAU,4,false,2600000,3380000,4394000,1040000,58,USA,2018-06-14T17:33:01.000Z,2018-07-09,780000,6.3,E,Low,a001H00000k7FiDQAU,2017-02-15,-7800000,1,Project 110,AvMC,Quote Provided,Basic Research,780000,76,CT,Development,2021-07-05T16:56:16.000Z
a011H00000W6mRYQAZ,0031H00001rEkpvQAC,Computer Engineer,Contractor,REX,0031H00001rEkpvQAC,BURMAN,REX BURMAN,,05,,EXECUTIVE OFFICER - SHORE ACTIVITY,a001H00000k7FiEQAU,3,true,51100000,66430000,86359000,10220000,36,USA,2018-06-14T17:33:01.000Z,2019-04-10,5110000,6.4,B,Low,a001H00000k7FiEQAU,2017-01-13,-93700000,2,Project 111,C5ISRC,Quote Provided,C3I,35770000,57,NV,Development,2021-07-05T16:57:16.000Z
a011H00000W6mRZQAZ,0031H00001rEkpwQAC,Electrical Engineer,Contractor,JAMES,0031H00001rEkpwQAC,CALLIS,JAMES CALLIS,,05,,"COMMANDER,  DISTRIBUTION SUSQUEHANNA",a001H00000k7FiFQAU,2,false,78800000,102440000,133172000,55160000,65,USA,2018-06-14T17:33:01.000Z,2018-08-25,39400000,6.6,C,Low,a001H00000k7FiFQAU,2017-12-12,6700000,2,Project 112,GVSC,Order Created,Air,-15760000,73,CO,Testing,2021-07-01T18:40:47.000Z
a011H00000W6mRaQAJ,0031H00001rEkpxQAC,Physicist,Contractor,KEVIN,0031H00001rEkpxQAC,CHESHURE,KEVIN CHESHURE,,10,,JOINT LOG CONTINGENCY PLANS/OPS OFCR,a001H00000k7FiGQAU,2,false,28900000,37570000,48841000,11560000,75,USA,2018-06-14T17:33:01.000Z,2018-11-13,11560000,6.6,D,Low,a001H00000k7FiGQAU,2017-03-26,-24700000,3,Project 113,CBC,Received,Ground Maneuver,5780000,100,AZ,Design,2021-07-05T16:57:16.000Z
a011H00000W6mRbQAJ,0031H00001rEkpyQAC,Mechanical Engineer,Contractor,NEIL,0031H00001rEkpyQAC,CHRISTENSEN,NEIL CHRISTENSEN,,10,,JOINT LOG CONTINGENCY PLANS/OPS OFCR,a001H00000k7FiHQAU,4,true,38800000,50440000,65572000,3880000,27,USA,2018-06-14T17:33:01.000Z,2020-01-15,19400000,6.6,E,Low,a001H00000k7FiHQAU,2017-08-06,-95000000,4,Project 114,AvMC,Quote Provided,Lethality,15520000,52,NM,Development,2021-07-05T16:56:16.000Z
a011H00000W6mRcQAJ,0031H00001rEkpzQAC,Mechanical Engineer,Contractor,KYLE,0031H00001rEkpzQAC,COMBS,KYLE COMBS,,10,,LOGISTICS SUPPLY OFCR,a001H00000k7FiIQAU,4,false,31600000,41080000,53404000,18960000,36,USA,2018-06-14T17:33:01.000Z,2019-04-16,6320000,6.6,B,Low,a001H00000k7FiIQAU,2017-04-08,-15600000,2,Project 115,C5ISRC,Quote Approved,Basic Research,6320000,82,AK,Requirement,2021-07-05T16:57:16.000Z
a011H00000W6mRdQAJ,0031H00001rEkq0QAC,Chemist,Contractor,ADAM,0031H00001rEkq0QAC,DAVIS,ADAM DAVIS,,10,,JOINT TRANSPORTATION NCO,a001H00000k7FiJQAU,4,false,75900000,98670000,128271000,22770000,65,USA,2018-06-14T17:33:01.000Z,2019-12-11,22770000,6.6,C,Low,a001H00000k7FiJQAU,2017-06-27,-99800000,1,Project 116,GVSC,Quote Provided,Ground Maneuver,30360000,68,IN,Development,2021-07-01T18:40:47.000Z
a011H00000W6mReQAJ,0031H00001rEkq1QAC,Chemist,Contractor,SCOT,0031H00001rEkq1QAC,DOBOSZENSKI,SCOT DOBOSZENSKI,,10,,"DIRECTOR, JOINT LOG OPERATIONS",a001H00000k7FiKQAU,5,false,1200000,1560000,2028000,360000,68,USA,2018-06-14T17:33:01.000Z,2020-01-24,480000,6.5,B,Low,a001H00000k7FiKQAU,2017-05-28,-33800000,4,Project 117,C5ISRC,Quote Provided,Basic Research,360000,83,WA,Development,2021-07-05T16:57:16.000Z
a011H00000W6mRfQAJ,0031H00001rEkq2QAC,Electrical Engineer,Contractor,BRAD,0031H00001rEkq2QAC,EUNGARD,BRAD EUNGARD,,15,,"COMMANDER,  DISTRIBUTION SUSQUEHANNA",a001H00000k7FiLQAU,5,true,42100000,54730000,71149000,8420000,38,USA,2018-06-14T17:33:01.000Z,2019-01-04,12630000,6.3,A,Low,a001H00000k7FiLQAU,2017-07-31,6100000,3,Project 118,ARL,Quote Approved,Basic Research,21050000,87,VA,Requirement,2021-04-19T12:50:35.000Z
a011H00000W6mRgQAJ,0031H00001rEkq3QAC,Aerospace Engineer,Contractor,WILLIAM,0031H00001rEkq3QAC,FERNANDEZ,WILLIAM FERNANDEZ,,10,,HUMAN RESOURCES NCOIC,a001H00000k7FiMQAU,1,false,13500000,17550000,22815000,9450000,33,USA,2018-06-14T17:33:01.000Z,2019-05-02,8100000,6.6,B,Low,a001H00000k7FiMQAU,2017-10-06,-1400000,1,Project 119,AC,Received,Ground Maneuver,-4050000,77,FL,Design,2021-07-05T16:57:16.000Z
a011H00000W6mRhQAJ,0031H00001rEkq4QAC,Electrical Engineer,Contractor,ROSHONDA,0031H00001rEkq4QAC,GILMORE,ROSHONDA GILMORE,,10,,JOINT OPERATIONS OFCR (TWI),a001H00000k7FiNQAU,2,false,85100000,110630000,143819000,17020000,28,USA,2018-06-14T17:33:01.000Z,2019-02-16,51060000,6.1,D,Low,a001H00000k7FiNQAU,2017-04-19,-30700000,3,Project 120,CBC,Review in Process,C3I,17020000,60,AZ,Deployed,2021-07-05T16:57:16.000Z
a011H00000W6mRiQAJ,0031H00001rEkq5QAC,Computer Engineer,Contractor,BRANDON,0031H00001rEkq5QAC,GUEVARA,BRANDON GUEVARA,,05,,INSPECTOR/TESTER,a001H00000k7FiOQAU,4,false,27200000,35360000,45968000,8160000,72,USA,2018-06-14T17:33:01.000Z,2019-03-28,5440000,6.2,D,Low,a001H00000k7FiOQAU,2017-06-22,-46100000,2,Project 121,AvMC,Received,Soldier/Squad,13600000,85,VA,Design,2021-07-05T16:56:16.000Z
a011H00000W6mRjQAJ,0031H00001rEkq6QAC,Physicist,Contractor,TERRENCE,0031H00001rEkq6QAC,HARRIS,TERRENCE HARRIS,,20,,"SUPERVISORY, AIR DELIVERY BRANCH",a001H00000k7FiPQAU,2,false,65700000,85410000,111033000,13140000,63,USA,2018-06-14T17:33:01.000Z,2019-06-14,6570000,6.1,C,Low,a001H00000k7FiPQAU,2017-08-30,-57000000,3,Project 122,GVSC,Received,Lethality,45990000,58,WI,Design,2021-07-01T18:40:47.000Z
a011H00000W6mRkQAJ,0031H00001rEkq7QAC,Physicist,Contractor,JESSE,0031H00001rEkq7QAC,HOLMES,JESSE HOLMES,,20,,JOINT LOG CONTINGENCY PLANS/OPS OFCR,a001H00000k7FiQQAU,1,false,8600000,11180000,14534000,4300000,36,USA,2018-06-14T17:33:01.000Z,2019-08-30,2580000,6.4,B,Low,a001H00000k7FiQQAU,2017-08-10,-41100000,4,Project 123,C5ISRC,Received,Air,1720000,52,IL,Design,2021-07-05T16:57:16.000Z
a011H00000W6mRlQAJ,0031H00001rEkq8QAC,Chemist,Contractor,BRENDA,0031H00001rEkq8QAC,JOHNSON,BRENDA JOHNSON,,20,,SENIOR SUPPLY CHAIN  & STOCK MANAGEMENT MANAGER,a001H00000k7FiRQAU,4,false,3500000,4550000,5915000,1050000,43,USA,2018-06-14T17:33:01.000Z,2020-04-13,1400000,6.1,D,Low,a001H00000k7FiRQAU,2017-05-23,-71800000,1,Project 124,AvMC,Quote Provided,C3I,1050000,75,CA,Development,2021-07-05T16:56:16.000Z
a011H00000W6mRmQAJ,0031H00001rEkq9QAC,Physicist,Contractor,ROGER,0031H00001rEkq9QAC,KEEN,ROGER KEEN,,10,,JOINT LOG CONTINGENCY PLANS/OPS OFCR,a001H00000k7FiSQAU,2,false,41200000,53560000,69628000,28840000,47,USA,2018-06-14T17:33:01.000Z,2020-05-18,4120000,6.3,D,Low,a001H00000k7FiSQAU,2017-08-27,-34500000,4,Project 126,AvMC,Received,Lethality,8240000,60,OH,Design,2021-07-05T16:56:16.000Z
a011H00000W6mRnQAJ,0031H00001rEkqAQAS,Aerospace Engineer,Contractor,DAVID,0031H00001rEkqAQAS,KNOBEL,DAVID KNOBEL,,15,,LOGISTICS SUPPLY OFCR,a001H00000k7FiTQAU,2,false,40900000,53170000,69121000,16360000,73,USA,2018-06-14T17:33:01.000Z,2020-02-10,4090000,6.2,C,Low,a001H00000k7FiTQAU,2017-04-03,-42000000,1,Project 127,GVSC,Received,Air,20450000,89,GA,Design,2021-07-01T18:40:47.000Z
a011H00000W6mRoQAJ,0031H00001rEkqBQAS,Mechanical Engineer,Contractor,JOHN,0031H00001rEkqBQAS,LASKODI,JOHN LASKODI,,05,,"COMMANDER,  DISTRIBUTION",a001H00000k7FiUQAU,3,false,66800000,86840000,112892000,13360000,50,USA,2018-06-14T17:33:01.000Z,2019-03-26,20040000,6.4,B,Low,a001H00000k7FiUQAU,2017-09-03,-57100000,2,Project 128,C5ISRC,Quote Approved,Air,33400000,64,CT,Requirement,2021-07-05T16:57:16.000Z
a011H00000W6mRpQAJ,0031H00001rEkqCQAS,Computer Engineer,Contractor,DAVID,0031H00001rEkqCQAS,LEWIS,DAVID LEWIS,,05,,INSPECTOR/TESTER,a001H00000k7FiVQAU,3,false,82500000,107250000,139425000,24750000,37,USA,2018-06-14T17:33:01.000Z,2019-09-16,8250000,6.6,C,Low,a001H00000k7FiVQAU,2017-10-25,-41300000,4,Project 129,GVSC,Quote Provided,Basic Research,49500000,71,FL,Development,2021-07-01T18:40:47.000Z
a011H00000W6mRqQAJ,0031H00001rEkqDQAS,Electrical Engineer,Contractor,CHRISTINA,0031H00001rEkqDQAS,LEWIS,CHRISTINA LEWIS,,10,,"OIC, OCONUS DEPLOYABLE DIST CNTR",a001H00000k7FiWQAU,4,false,5500000,7150000,9295000,1650000,64,USA,2018-06-14T17:33:01.000Z,2018-09-15,2200000,6.4,A,Low,a001H00000k7FiWQAU,2017-06-03,-30700000,1,Project 130,SC,Quote Provided,Basic Research,1650000,50,FL,Development,2021-07-05T16:57:16.000Z
a011H00000W6mRrQAJ,0031H00001rEkqEQAS,Chemist,Contractor,JIN,0031H00001rEkqEQAS,LIU,JIN LIU,,10,,TRANSPORTATION MGT COORD NCO,a001H00000k7FiXQAU,4,true,94400000,122720000,159536000,9440000,71,USA,2018-06-14T17:33:01.000Z,2020-03-12,28320000,6.5,D,Low,a001H00000k7FiXQAU,2017-11-26,-91600000,2,Project 131,CBC,Quote Provided,Basic Research,56640000,61,NY,Development,2021-07-05T16:57:16.000Z
a011H00000W6mRsQAJ,0031H00001rEkqFQAS,Aerospace Engineer,Contractor,STEVEN,0031H00001rEkqFQAS,LUNN,STEVEN LUNN,,05,,INSPECTOR/TESTER,a001H00000k7FiYQAU,5,false,35100000,45630000,59319000,14040000,44,USA,2018-06-14T17:33:01.000Z,2020-05-22,21060000,6.1,A,Low,a001H00000k7FiYQAU,2017-05-29,-93600000,2,Project 132,SC,Received,Basic Research,,89,TX,Design,2021-07-05T16:57:16.000Z
a011H00000W6mRtQAJ,0031H00001rEkqGQAS,Chemist,Contractor,ANTHONY,0031H00001rEkqGQAS,MULLINAX,ANTHONY MULLINAX,,05,,"DEPUTY DIRECTOR, J-5",a001H00000k7FiZQAU,4,false,72800000,94640000,123032000,43680000,30,USA,2018-06-14T17:33:01.000Z,2019-07-12,36400000,6.3,B,Low,a001H00000k7FiZQAU,2017-10-25,-27900000,3,Project 133,C5ISRC,Received,Soldier/Squad,-7280000,92,OK,Design,2021-07-05T16:57:16.000Z
a011H00000W6mRuQAJ,0031H00001rEkqHQAS,Electrical Engineer,Contractor,MAXIMO,0031H00001rEkqHQAS,NUNEZ,MAXIMO NUNEZ,,05,,FIRST SERGEANT,a001H00000k7FiaQAE,2,false,26000000,33800000,43940000,15600000,53,USA,2018-06-14T17:33:01.000Z,2019-02-12,5200000,6.5,A,Low,a001H00000k7FiaQAE,2017-04-20,-22600000,3,Project 134,ARL,Quote Approved,Basic Research,5200000,71,MD,Requirement,2021-04-19T12:50:35.000Z
a011H00000W6mRvQAJ,0031H00001rEkqIQAS,Aerospace Engineer,Contractor,SHANE,0031H00001rEkqIQAS,OSET,SHANE OSET,,05,,JOINT OPERATIONS OFCR (TWI),a001H00000k7FibQAE,1,false,5100000,6630000,8619000,3060000,66,USA,2018-06-14T17:33:01.000Z,2018-10-20,2040000,6.5,B,Low,a001H00000k7FibQAE,2017-02-08,4600000,2,Project 135,C5ISRC,Quote Provided,C3I,,98,FL,Development,2021-07-05T16:57:16.000Z
a011H00000W6mRwQAJ,0031H00001rEkqJQAS,Chemist,Contractor,MATTHEW,0031H00001rEkqJQAS,ROSENKRANZ,MATTHEW ROSENKRANZ,,10,,INSPECTOR/TESTER,a001H00000k7FicQAE,3,false,48800000,63440000,82472000,19520000,42,USA,2018-06-14T17:33:01.000Z,2019-01-08,14640000,6.2,C,Low,a001H00000k7FicQAE,2017-08-25,-83900000,1,Project 136,GVSC,Review in Process,Lethality,14640000,56,CA,Deployed,2021-07-01T18:40:47.000Z
a011H00000W6mRxQAJ,0031H00001rEkqKQAS,Physicist,Contractor,DARREN,0031H00001rEkqKQAS,SABLAN,DARREN SABLAN,,20,,LOGISTICS OPERATIONS SUPPLY OFCR,a001H00000k7FidQAE,5,false,87400000,113620000,147706000,61180000,28,USA,2018-06-14T17:33:01.000Z,2018-08-31,34960000,6.6,B,Low,a001H00000k7FidQAE,2017-06-05,-25100000,2,Project 137,C5ISRC,Review in Process,Air,-8740000,63,MI,Deployed,2021-07-05T16:57:16.000Z
a011H00000W6mRyQAJ,0031H00001rEkqLQAS,Computer Engineer,Contractor,EDWIN,0031H00001rEkqLQAS,SCHIMMER,EDWIN SCHIMMER,,15,,INSPECTOR/TESTER,a001H00000k7FieQAE,5,false,43100000,56030000,72839000,17240000,37,USA,2018-06-14T17:33:01.000Z,2019-03-23,17240000,6.1,A,Low,a001H00000k7FieQAE,2017-06-04,-22900000,2,Project 138,SC,Order Created,Soldier/Squad,8620000,94,SC,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mRzQAJ,0031H00001rEkqMQAS,Chemist,Contractor,TY,0031H00001rEkqMQAS,SHAFFER,TY SHAFFER,,05,,LOGISTICS SUPPLY OFCR,a001H00000k7FifQAE,4,false,54800000,71240000,92612000,16440000,41,USA,2018-06-14T17:33:01.000Z,2019-02-15,5480000,6.6,A,Low,a001H00000k7FifQAE,2017-04-16,-34200000,3,Project 139,ARL,Order Created,Basic Research,32880000,57,AR,Testing,2021-04-19T12:50:35.000Z
a011H00000W6mS0QAJ,0031H00001rEkqNQAS,Aerospace Engineer,Contractor,BRITTANY,0031H00001rEkqNQAS,SHEEHAN,BRITTANY SHEEHAN,,10,,INSPECTOR/TESTER,a001H00000k7FigQAE,5,false,77800000,101140000,131482000,54460000,43,USA,2018-06-14T17:33:01.000Z,2020-02-12,23340000,6.4,E,Low,a001H00000k7FigQAE,2017-10-01,-56800000,2,Project 140,AvMC,Quote Provided,Lethality,,55,NV,Development,2021-07-05T16:56:16.000Z
a011H00000W6mS1QAJ,0031H00001rEkqOQAS,Computer Engineer,Contractor,ARTHUR,0031H00001rEkqOQAS,STONE,ARTHUR STONE,,20,,LOGISTICS SUPPLY OFCR,a001H00000k7FihQAE,2,false,53600000,69680000,90584000,10720000,53,USA,2018-06-14T17:33:01.000Z,2020-03-23,10720000,6.3,B,Low,a001H00000k7FihQAE,2017-06-14,-6700000,1,Project 141,AC,Review in Process,C3I,32160000,75,NY,Deployed,2021-07-05T16:57:16.000Z
a011H00000W6mS2QAJ,0031H00001rEkqPQAS,Mechanical Engineer,Contractor,BRANDON,0031H00001rEkqPQAS,THOMAS,BRANDON THOMAS,,05,,AIDE,a001H00000k7FiiQAE,5,false,4300000,5590000,7267000,1720000,74,USA,2018-06-14T17:33:01.000Z,2019-05-25,1720000,6.1,B,Low,a001H00000k7FiiQAE,2017-11-22,-67800000,1,Project 142,C5ISRC,Order Created,Soldier/Squad,860000,84,TX,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mS3QAJ,0031H00001rEkqQQAS,Physicist,Contractor,FRANZ,0031H00001rEkqQQAS,TOVAR,FRANZ TOVAR,,10,,"SUPERVISORY, AIR DELIVERY BRANCH",a001H00000k7FijQAE,1,false,22000000,28600000,37180000,6600000,62,USA,2018-06-14T17:33:01.000Z,2018-11-18,4400000,6.3,B,Low,a001H00000k7FijQAE,2017-11-24,-50500000,4,Project 143,C5ISRC,Received,Ground Maneuver,11000000,76,MS,Design,2021-07-05T16:57:16.000Z
a011H00000W6mS4QAJ,0031H00001rEkqRQAS,Electrical Engineer,Contractor,WILLARD,0031H00001rEkqRQAS,TREFREN,WILLARD TREFREN,,10,,LOGISTICS SUPPLY OFCR,a001H00000k7FikQAE,1,false,78200000,101660000,132158000,46920000,41,USA,2018-06-14T17:33:01.000Z,2019-08-16,15640000,6.4,A,Low,a001H00000k7FikQAE,2017-10-28,-91000000,1,Project 144,ARL,Quote Approved,Air,15640000,91,MO,Requirement,2021-04-19T12:50:35.000Z
a011H00000W6mS5QAJ,0031H00001rEkqSQAS,Electrical Engineer,Contractor,VACANT BILLET,0031H00001rEkqSQAS,VACANT BILLET,VACANT BILLET VACANT BILLET,,05,,JOINT LOGISTICS CONTINGENCY PLANNER,a001H00000k7FilQAE,4,true,79500000,103350000,134355000,15900000,55,USA,2018-06-14T17:33:01.000Z,2019-09-22,31800000,6.4,C,Low,a001H00000k7FilQAE,2017-02-01,-13800000,1,Project 145,GVSC,Quote Provided,Basic Research,31800000,60,KS,Development,2021-07-01T18:40:47.000Z
a011H00000W6mS6QAJ,0031H00001rEkqTQAS,Mechanical Engineer,Contractor,VACANT BILLET,0031H00001rEkqTQAS,VACANT BILLET,VACANT BILLET VACANT BILLET,,20,,"CHIEF, AIR DELIVERY BRANCH",a001H00000k7FimQAE,5,false,23700000,30810000,40053000,16590000,70,USA,2018-06-14T17:33:01.000Z,2019-07-21,2370000,6.6,B,Low,a001H00000k7FimQAE,2017-10-15,-14600000,2,Project 146,C5ISRC,Quote Provided,C3I,4740000,62,NC,Development,2021-07-05T16:57:16.000Z
a011H00000W6mS7QAJ,0031H00001rEkqUQAS,Chemist,Contractor,VACANT BILLET,0031H00001rEkqUQAS,VACANT BILLET,VACANT BILLET VACANT BILLET,,15,,INSPECTOR/TESTER,a001H00000k7FinQAE,4,false,17600000,22880000,29744000,5280000,58,USA,2018-06-14T17:33:01.000Z,2019-12-08,1760000,6.6,B,Low,a001H00000k7FinQAE,2017-06-17,-45200000,3,Project 147,AC,Quote Provided,Lethality,10560000,91,NC,Development,2021-07-05T16:57:16.000Z
a011H00000W6mS8QAJ,0031H00001rEkqVQAS,Physicist,Contractor,VACANT BILLET,0031H00001rEkqVQAS,VACANT BILLET,VACANT BILLET VACANT BILLET,,10,,"CHIEF, JT MIL SUPPORT OFFICE",a001H00000k7FioQAE,2,false,15600000,20280000,26364000,3120000,50,USA,2018-06-14T17:33:01.000Z,2019-09-23,9360000,6.1,B,Low,a001H00000k7FioQAE,2017-12-30,-95500000,1,Project 148,AC,Quote Provided,C3I,3120000,97,OH,Development,2021-07-05T16:57:16.000Z
a011H00000W6mS9QAJ,0031H00001rEkqWQAS,Aerospace Engineer,Contractor,VACANT BILLET,0031H00001rEkqWQAS,VACANT BILLET,VACANT BILLET VACANT BILLET,,10,,JOINT LOG CONTINGENCY PLANS/OPNS OFCR,a001H00000k7FipQAE,5,false,54800000,71240000,92612000,5480000,53,USA,2018-06-14T17:33:01.000Z,2019-07-13,10960000,6.4,B,Low,a001H00000k7FipQAE,2017-09-16,-41800000,2,Project 149,AC,Received,Lethality,38360000,95,IL,Design,2021-07-05T16:57:16.000Z
a011H00000W6mSAQAZ,0031H00001rEkqXQAS,Physicist,Contractor,VACANT BILLET,0031H00001rEkqXQAS,VACANT BILLET,VACANT BILLET VACANT BILLET,,05,,JOINT LOG PLANS/OPS CONTINGENCY OFCR,a001H00000k7FiqQAE,1,false,76800000,99840000,129792000,23040000,59,USA,2018-06-14T17:33:01.000Z,2019-03-05,46080000,6.2,B,Low,a001H00000k7FiqQAE,2017-03-21,-49300000,3,Project 150,C5ISRC,Quote Provided,Lethality,7680000,66,OH,Development,2021-07-05T16:57:16.000Z
a011H00000W6mSBQAZ,0031H00001rEkqYQAS,Electrical Engineer,Contractor,VACANT BILLET,0031H00001rEkqYQAS,VACANT BILLET,VACANT BILLET VACANT BILLET,,05,,"DEPUTY DIRECTOR, J3 OPS",a001H00000k7FirQAE,4,false,6400000,8320000,10816000,1920000,33,USA,2018-06-14T17:33:01.000Z,2020-04-10,1280000,6.3,D,Low,a001H00000k7FirQAE,2017-12-13,-95100000,1,Project 151,AvMC,Received,Air,3200000,70,MD,Design,2021-07-05T16:56:16.000Z
a011H00000W6mSCQAZ,0031H00001rEkqZQAS,Physicist,Contractor,VACANT BILLET,0031H00001rEkqZQAS,VACANT BILLET,VACANT BILLET VACANT BILLET,,05,,AIDE DE CAMP,a001H00000k7FisQAE,4,false,28000000,36400000,47320000,16800000,44,USA,2018-06-14T17:33:01.000Z,2019-11-02,16800000,6.5,E,Low,a001H00000k7FisQAE,2017-04-07,-98600000,1,Project 152,AvMC,Received,Lethality,-5600000,98,FL,Design,2021-07-05T16:56:16.000Z
a011H00000W6mSDQAZ,0031H00001rEkqaQAC,Aerospace Engineer,Contractor,RYAN,0031H00001rEkqaQAC,VENABLE,RYAN VENABLE,,10,,INSPECTOR/TESTER,a001H00000k7FitQAE,1,false,8700000,11310000,14703000,6090000,34,USA,2018-06-14T17:33:01.000Z,2019-11-24,4350000,6.3,A,Low,a001H00000k7FitQAE,2017-12-25,-36500000,3,Project 153,SC,Quote Provided,Lethality,-1740000,55,MN,Development,2021-07-05T16:57:16.000Z
a011H00000W6mSEQAZ,0031H00001rEkqbQAC,Computer Engineer,Contractor,KAHLIL,0031H00001rEkqbQAC,WARNER,KAHLIL WARNER,,20,,SUPPORT OPERATIONS NCOIC,a001H00000k7FiuQAE,1,false,86500000,112450000,146185000,60550000,26,USA,2018-06-14T17:33:01.000Z,2019-06-25,51900000,6.4,A,Low,a001H00000k7FiuQAE,2017-07-13,-71800000,1,Project 154,SC,Received,C3I,-25950000,91,AZ,Design,2021-07-05T16:57:16.000Z
a011H00000W6mSFQAZ,0031H00001rEkqcQAC,Chemist,Contractor,CHRISTOPHER,0031H00001rEkqcQAC,ZEGLEY,CHRISTOPHER ZEGLEY,,10,,JOINT LOGISTICS CONTINGENCY PLAN OPS OFFICER,a001H00000k7FivQAE,3,false,62600000,81380000,105794000,18780000,71,USA,2018-06-14T17:33:01.000Z,2019-09-06,6260000,6.4,A,Low,a001H00000k7FivQAE,2017-10-29,-66700000,2,Project 155,ARL,Quote Approved,Ground Maneuver,37560000,62,CA,Requirement,2021-04-19T12:50:35.000Z
a011H00000W6mSGQAZ,0031H00001rEkqdQAC,Computer Engineer,Contractor,JESSICA,0031H00001rEkqdQAC,ALLEN,JESSICA ALLEN,,10,,MATERIEL MANAGEMENT CAREER BROADENER,a001H00000k7FiwQAE,3,false,52500000,68250000,88725000,5250000,46,USA,2018-06-14T17:33:01.000Z,2019-06-22,26250000,6.4,B,Low,a001H00000k7FiwQAE,2017-07-25,-56100000,4,Project 156,C5ISRC,Order Created,Lethality,21000000,94,IA,Testing,2021-07-05T16:57:16.000Z
a011H00000W6mSHQAZ,0031H00001rEkqeQAC,Mechanical Engineer,Contractor,EBENEZER,0031H00001rEkqeQAC,ANIAGYEI,EBENEZER ANIAGYEI,,05,,"CHIEF, MEDICAL EXECUTIVE AGENCY TEAM",a001H00000k7FixQAE,3,false,81800000,106340000,138242000,16360000,63,USA,2018-06-14T17:33:01.000Z,2020-02-17,8180000,6.2,B,Low,a001H00000k7FixQAE,2017-02-26,-82200000,4,Project 157,AC,Quote Provided,Basic Research,57260000,76,CO,Development,2021-07-05T16:57:16.000Z
a011H00000W6mSIQAZ,0031H00001rEkqfQAC,Mechanical Engineer,Contractor,JIMMY,0031H00001rEkqfQAC,BAKER,JIMMY BAKER,,15,,"CHIEF, MEDICAL MATERIEL EXECUTIVE AGENT (MMEA) DIV",a001H00000k7FiyQAE,3,false,5400000,7020000,9126000,2700000,36,USA,2018-06-14T17:33:01.000Z,2019-09-27,1080000,6.5,B,Low,a001H00000k7FiyQAE,2017-01-29,-800000,2,Project 158,AC,Review in Process,Basic Research,1620000,64,TX,Deployed,2021-07-05T16:57:16.000Z
a011H00000W6mSJQAZ,0031H00001rEkqgQAC,Mechanical Engineer,Contractor,JENNIFER,0031H00001rEkqgQAC,BARTHOLOMEW,JENNIFER BARTHOLOMEW,,10,,MATERIEL MANAGEMENT CAREER BROADENER,a001H00000k7FizQAE,2,false,3700000,4810000,6253000,1110000,27,USA,2018-06-14T17:33:01.000Z,2018-11-24,370000,6.6,D,Low,a001H00000k7FizQAE,2017-03-22,-74100000,3,Project 159,AvMC,Received,Lethality,2220000,52,FL,Design,2021-07-05T16:56:16.000Z
